EclipticLatitude,EclipticLongitude,PolarAngleOfSpin1,PolarAngleOfSpin2,Spin1,Spin2,Mass1,Mass2,CoalescenceTime,PhaseAtCoalescence,InitialPolarAngleL,InitialAzimuthalAngleL,Redshift,Distance,ObservationDuration,Cadence
-0.5641023936335077,0.6109268516130327,0.9089723456902256,1.1816994499122777,0.972661,0.972862,1015522.4376,796849.1091,4800021.15572853,4.275929308696054,2.5775388853549464,4.094550225563854,2.18186,17758.367941273442,31558149.763545603,3
-1.081082148175418,4.052962883461064,2.354231671039206,1.6897651680270387,0.742128,0.989247,4956676.287599999,4067166.60352,8746488.468599081,3.783308916721985,0.9635860362638292,3.6369245022627883,6.17688,61097.11607589422,31558149.763545603,3
0.6360283643790571,0.7791590074474859,2.3320268835068347,2.0654433523386597,0.574122,0.592671,1773562.66072,1083355.70016,11167843.442016248,2.311126736432254,0.23280216394831457,3.7984106562455566,6.03496,59472.23759169399,31558149.763545603,3
-0.878569862072474,4.549719557302552,2.0686686679919486,1.0979888817586958,0.942824,0.870789,915992.6493599999,701752.7144399999,11258573.775200551,1.1503604245905568,1.8997823859203062,5.829770524402561,1.10396,7705.852640407434,31558149.763545603,3
-0.30300442294174235,1.2925183861048521,1.2031361791056812,2.097303543065685,0.747377,0.8388,1323277.47932,612485.5060299999,11526944.921879262,1.2201968860015653,2.6919824500032945,1.808398497592109,1.73941,13470.983558972537,31558149.763545603,3
0.14729601868013842,5.986229948917219,2.4341519104667824,1.926612673934834,0.745574,0.546848,2830218.2531,2322253.2219,11970964.482725449,4.111379255629408,1.1312497316821077,4.319761023904521,5.5077,53474.69378994925,31558149.763545603,3
-0.9873035001010817,3.886726441488628,2.5943393218569093,1.7194460407742886,0.829141,0.972219,3204750.46674,3056613.4089599997,13617113.102185527,3.6286824771238195,2.0509277192961766,1.0843698722336905,2.87966,24829.1377752024,31558149.763545603,3
0.9170307528208983,3.5848915055548125,1.6658498049021284,2.092903155833516,0.988778,0.975945,1856420.28713,1801541.22385,16532191.547870105,1.8660570584753848,1.4100680944990884,0.5279147880519126,4.57261,43010.925050110134,31558149.763545603,3
0.8352504908758557,3.257316284380882,2.3626708510017806,1.5398461619614254,0.833674,0.981901,3983914.7712,2049535.1205,17245156.002278104,1.578619594274743,2.3231790898746776,3.6432284095301353,3.3491,29747.55159729718,31558149.763545603,3
-0.5213686491030383,3.085540732302169,2.582940536787447,2.2001561509324676,0.825883,0.81136,3128823.35262,2640345.72366,18605758.10777253,3.4253171002359255,2.6047005963930405,1.670015939922296,7.21026,73048.16721769486,31558149.763545603,3
1.2888830303312497,2.107165416325332,0.6247835144568568,1.6071911517211372,0.953675,0.954511,1349253.54837,1195715.79011,20426222.359144613,3.4351763806725844,2.0646303164898057,4.287875156872885,3.58897,32301.543285867734,31558149.763545603,3
0.09483959685421084,5.181677152158036,2.2193830067438634,1.2291326154191018,0.908497,0.691493,1676193.8405000002,607569.18798,22228067.56520132,0.24919766067113341,1.86726977669217,4.798109460211278,4.30693,40084.679183135966,31558149.763545603,3
-0.04413170360036589,3.778337915324293,2.3194296388114912,2.3663459705632537,0.686801,0.89836,3578041.9197,1485699.85296,23439839.137794796,5.287568991038074,1.3592125432909166,0.08072682965922794,7.18802,72788.91166412891,31558149.763545603,3
-0.3170470215555752,1.3040269883761455,2.302153619664235,1.3160105126865602,0.927874,0.963228,1238127.30548,1136674.33632,24408761.955408573,5.213839964648885,1.8927109788420957,2.667204502287152,4.44948,41651.919868469275,31558149.763545603,3
0.10345180508982055,0.22438786341362668,2.143048718867485,1.6561317645303864,0.875693,0.882968,6389298.2223000005,3161571.0994800003,29516089.740001738,3.654661463983301,1.5768790558454235,1.20814467228502,8.08487,83307.07617964421,31558149.763545603,3